,race_category,marital_status,arrest_year,admit_year,primary_offense,violent_offense_type,has_work_assignment,work_assignment,work_assignment_required,WA_break_up_boredom,WA_friendship,WA_early_release,WA_learn_job_skills,WA_make_spending_money
415,black,never_married,2003,2007,violent,other_violent_offense,no,no_WA,,,,,,
416,native_hawaiian/pacific_islander,divorced,2012,2016,violent,rape,yes,general_services,yes,,,,,
417,black,never_married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
418,american_indian/alaska_native,divorced,1996,1998,violent,murder/manslaughter,yes,laundry,yes,,,,,
419,white,never_married,2016,2016,drug,nonviolent,no,no_WA,,,,,,
420,black,never_married,2009,2010,drug,nonviolent,yes,janitorial,yes,,,,,
421,other,never_married,2013,2016,other,nonviolent,yes,general_services,yes,,,,,
422,white,never_married,2015,2016,,,yes,general_services,yes,,,,,
423,black,divorced,2013,2014,violent,other_violent_offense,yes,janitorial,yes,,,,,
424,black,divorced,2005,2008,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
425,other,never_married,2013,2013,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
426,black,separated,2011,2014,other,nonviolent,yes,food,yes,,,,,
427,white,divorced,2014,2015,property,nonviolent,no,no_WA,,,,,,
428,black,never_married,2013,2014,,,no,no_WA,,,,,,
429,white,married,2014,2015,property,nonviolent,yes,general_services,yes,,,,,
430,white,separated,2013,2014,public_order,nonviolent,no,no_WA,,,,,,
432,other,never_married,2012,2014,public_order,nonviolent,yes,janitorial,yes,,,,,
433,white,married,2004,2006,property,nonviolent,no,no_WA,,,,,,
434,black,never_married,2015,2015,drug,nonviolent,yes,food,yes,,,,,
435,other,married,2015,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
436,black,separated,2012,2016,violent,other_violent_offense,no,no_WA,,,,,,
437,american_indian/alaska_native,never_married,2009,2011,violent,murder/manslaughter,yes,janitorial,yes,,,,,
438,white,never_married,2011,2014,,,no,no_WA,,,,,,
439,american_indian/alaska_native,separated,2011,2011,public_order,nonviolent,yes,maintenance/repair/construction,yes,,,,,
440,white,never_married,2007,2008,property,nonviolent,yes,goods_production/industries,yes,,,,,
441,white,married,,2013,drug,nonviolent,yes,food,yes,,,,,
442,black,never_married,2010,2016,violent,,no,no_WA,,,,,,
443,black,never_married,2012,2013,violent,other_violent_offense,yes,general_services,yes,,,,,
444,other,widowed,2012,2013,violent,murder/manslaughter,no,no_WA,,,,,,
445,native_hawaiian/pacific_islander,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
446,hispanic/latino,married,2011,2011,public_order,nonviolent,no,no_WA,,,,,,
447,black,divorced,2013,2014,drug,nonviolent,yes,janitorial,yes,,,,,
448,black,never_married,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
449,american_indian/alaska_native,never_married,2012,2013,violent,,yes,janitorial,yes,,,,,
451,american_indian/alaska_native,married,2016,2016,drug,nonviolent,yes,general_services,yes,,,,,
454,black,never_married,2014,2015,public_order,nonviolent,yes,food,yes,,,,,
455,white,divorced,2014,2015,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
456,white,divorced,1991,,violent,other_violent_offense,yes,janitorial,yes,,,,,
457,white,never_married,2012,2014,public_order,nonviolent,yes,laundry,yes,,,,,
458,other,separated,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
461,hispanic/latino,never_married,2014,2015,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
462,other,never_married,2012,2013,violent,murder/manslaughter,no,no_WA,,,,,,
463,american_indian/alaska_native,married,2014,2014,property,nonviolent,yes,food,yes,,,,,
464,black,married,1994,1995,violent,rape,yes,general_services,yes,,,,,
466,other,never_married,2015,2015,public_order,nonviolent,no,no_WA,,,,,,
467,white,separated,2013,2013,property,nonviolent,yes,goods_production/industries,yes,,,,,
468,native_hawaiian/pacific_islander,never_married,2010,2011,violent,other_violent_offense,no,no_WA,,,,,,
469,black,married,2014,2015,violent,,yes,janitorial,yes,,,,,
470,black,divorced,2015,2016,public_order,nonviolent,yes,food,yes,,,,,
471,white,never_married,2015,2015,,,yes,food,yes,,,,,
472,white,never_married,,2015,public_order,nonviolent,yes,food,yes,,,,,
473,white,divorced,2009,2011,violent,murder/manslaughter,no,no_WA,,,,,,
474,black,divorced,2007,2008,drug,nonviolent,yes,general_services,yes,,,,,
476,white,divorced,2015,2015,property,nonviolent,no,no_WA,,,,,,
477,black,divorced,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
481,hispanic/latino,never_married,,1997,violent,rape,yes,laundry,yes,,,,,
482,black,married,1997,1997,violent,rape,no,no_WA,,,,,,
484,white,divorced,2003,2004,property,nonviolent,yes,general_services,yes,,,,,
486,white,never_married,,2015,violent,other_violent_offense,yes,medical,yes,,,,,
487,white,divorced,2011,2016,violent,other_violent_offense,no,no_WA,,,,,,
488,black,never_married,2014,2015,drug,nonviolent,yes,janitorial,yes,,,,,
489,black,never_married,2008,2011,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
490,black,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
491,black,widowed,2014,2015,violent,,no,no_WA,,,,,,
492,american_indian/alaska_native,married,2005,2007,public_order,nonviolent,yes,janitorial,yes,,,,,
494,hispanic/latino,divorced,2014,2014,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
495,black,married,2014,2014,,,yes,grounds/road_maintenance,yes,,,,,
496,black,never_married,2005,2006,violent,other_violent_offense,yes,medical,yes,,,,,
497,white,separated,2013,2014,drug,nonviolent,yes,goods_production/industries,yes,,,,,
498,other,divorced,2010,2011,drug,nonviolent,yes,other,yes,,,,,
499,white,never_married,2015,2015,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
500,black,never_married,2013,2013,violent,other_violent_offense,no,no_WA,,,,,,
502,black,never_married,2013,2014,drug,nonviolent,no,no_WA,,,,,,
503,hispanic/latino,divorced,2007,2010,drug,nonviolent,yes,food,yes,,,,,
504,black,never_married,2010,2011,violent,other_violent_offense,no,no_WA,,,,,,
505,white,never_married,2013,2016,drug,nonviolent,yes,laundry,yes,,,,,
506,american_indian/alaska_native,never_married,2012,2012,violent,other_violent_offense,no,no_WA,,,,,,
507,black,never_married,2006,2006,violent,other_violent_offense,yes,grounds/road_maintenance,yes,,,,,
508,white,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
509,white,widowed,2011,2012,drug,nonviolent,yes,janitorial,yes,,,,,
510,white,separated,2015,2015,property,nonviolent,yes,food,yes,,,,,
511,white,never_married,2016,2016,,,no,no_WA,,,,,,
512,black,never_married,2006,2007,drug,nonviolent,no,no_WA,,,,,,
513,hispanic/latino,married,2013,2015,drug,nonviolent,yes,grounds/road_maintenance,yes,,,,,
514,black,married,2012,2014,drug,nonviolent,yes,janitorial,yes,,,,,
516,white,divorced,,2012,property,nonviolent,no,no_WA,,,,,,
517,white,married,1988,1992,violent,murder/manslaughter,yes,food,yes,,,,,
518,native_hawaiian/pacific_islander,divorced,2013,2015,property,nonviolent,no,no_WA,,,,,,
519,black,never_married,2010,2010,public_order,nonviolent,,,,,,,,
520,black,never_married,2012,2012,drug,nonviolent,no,no_WA,,,,,,
521,white,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
522,black,never_married,2010,2010,violent,murder/manslaughter,no,no_WA,,,,,,
523,black,never_married,2012,2014,drug,nonviolent,yes,janitorial,yes,,,,,
524,white,divorced,2012,2012,public_order,nonviolent,yes,janitorial,yes,,,,,
525,other,married,2012,2013,violent,murder/manslaughter,no,no_WA,,,,,,
526,black,never_married,2012,2013,violent,other_violent_offense,no,no_WA,,,,,,
527,white,never_married,2013,2016,public_order,nonviolent,yes,food,yes,,,,,
528,hispanic/latino,married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
531,white,never_married,,2015,,,no,no_WA,,,,,,
532,other,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
533,black,never_married,2006,2008,violent,murder/manslaughter,,,,,,,,
534,white,married,2013,2014,drug,nonviolent,yes,janitorial,yes,,,,,
535,white,divorced,2015,2015,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
536,white,never_married,2016,2016,public_order,nonviolent,no,no_WA,,,,,,
537,hispanic/latino,married,2014,2015,,,yes,farming/forestry/ranching,yes,,,,,
538,black,never_married,2011,2012,violent,murder/manslaughter,no,no_WA,,,,,,
539,asian,never_married,2008,2009,property,nonviolent,yes,general_services,yes,,,,,
540,black,never_married,2009,2012,property,nonviolent,yes,janitorial,yes,,,,,
541,white,never_married,2007,2015,public_order,nonviolent,yes,janitorial,yes,,,,,
542,hispanic/latino,divorced,2012,2013,drug,nonviolent,yes,janitorial,yes,,,,,
543,black,never_married,2015,2016,,,no,no_WA,,,,,,
544,white,separated,2002,2004,violent,other_violent_offense,no,no_WA,,,,,,
545,white,never_married,2014,2014,drug,nonviolent,yes,janitorial,yes,,,,,
546,american_indian/alaska_native,divorced,2007,2007,violent,murder/manslaughter,no,no_WA,,,,,,
547,other,divorced,2013,2016,violent,,yes,laundry,yes,,,,,
549,white,never_married,2015,2015,drug,nonviolent,yes,food,yes,,,,,
550,white,separated,2012,2012,drug,nonviolent,no,no_WA,,,,,,
551,black,never_married,1999,2000,violent,,yes,general_services,yes,,,,,
552,white,divorced,2012,2012,drug,nonviolent,yes,other,yes,,,,,
553,white,never_married,2013,2015,violent,murder/manslaughter,no,no_WA,,,,,,
554,black,divorced,2013,2013,drug,nonviolent,no,no_WA,,,,,,
555,white,married,2008,2010,violent,murder/manslaughter,yes,general_services,yes,,,,,
556,native_hawaiian/pacific_islander,separated,2015,2016,property,nonviolent,no,no_WA,,,,,,
557,white,divorced,2014,2015,violent,other_violent_offense,yes,food,yes,,,,,
558,white,divorced,2013,2014,drug,nonviolent,no,no_WA,,,,,,
560,white,married,2012,2014,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
561,white,widowed,2009,2010,drug,nonviolent,yes,laundry,yes,,,,,
562,,never_married,2000,2001,violent,murder/manslaughter,no,no_WA,,,,,,
563,hispanic/latino,never_married,2010,2012,violent,other_violent_offense,no,no_WA,,,,,,
565,other,separated,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
566,black,never_married,2007,2009,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
567,white,married,2013,2015,drug,nonviolent,yes,general_services,yes,,,,,
568,black,married,2014,2015,property,nonviolent,yes,janitorial,yes,,,,,
569,black,never_married,2012,2012,property,nonviolent,no,no_WA,,,,,,
570,american_indian/alaska_native,never_married,2012,2012,violent,murder/manslaughter,yes,food,yes,,,,,
572,white,married,2014,2016,violent,other_violent_offense,yes,food,yes,,,,,
573,black,never_married,2003,2007,violent,other_violent_offense,no,no_WA,,,,,,
574,american_indian/alaska_native,never_married,2013,2013,public_order,nonviolent,yes,grounds/road_maintenance,yes,,,,,
575,other,never_married,2008,2008,violent,other_violent_offense,yes,food,yes,,,,,
576,white,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
577,black,married,1991,1993,violent,other_violent_offense,no,no_WA,,,,,,
579,white,never_married,1992,1993,violent,murder/manslaughter,yes,janitorial,yes,,,,,
580,white,never_married,2014,2014,violent,other_violent_offense,yes,farming/forestry/ranching,yes,,,,,
581,hispanic/latino,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
582,white,never_married,2004,2004,public_order,nonviolent,no,no_WA,,,,,,
584,black,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
585,white,never_married,1994,1995,violent,rape,yes,other,yes,,,,,
586,white,never_married,,2015,drug,nonviolent,no,no_WA,,,,,,
587,black,never_married,2015,2016,drug,nonviolent,no,no_WA,,,,,,
588,white,married,2008,2008,violent,rape,yes,other,yes,,,,,
589,white,separated,2013,2014,property,nonviolent,yes,janitorial,yes,,,,,
590,black,married,2015,2016,violent,other_violent_offense,no,no_WA,,,,,,
592,american_indian/alaska_native,never_married,,,drug,nonviolent,no,no_WA,,,,,,
593,hispanic/latino,never_married,2014,2015,violent,murder/manslaughter,yes,janitorial,yes,,,,,
594,american_indian/alaska_native,divorced,2015,2016,property,nonviolent,yes,janitorial,yes,,,,,
595,other,never_married,2010,2013,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
596,black,never_married,2011,2014,violent,rape,yes,food,yes,,,,,
597,black,separated,2013,2014,violent,other_violent_offense,no,no_WA,,,,,,
599,white,married,2016,2016,violent,other_violent_offense,no,no_WA,,,,,,
600,black,never_married,1995,1996,violent,murder/manslaughter,yes,other,yes,,,,,
601,black,never_married,2015,2016,public_order,nonviolent,yes,food,yes,,,,,
602,white,divorced,,2015,drug,nonviolent,yes,janitorial,yes,,,,,
603,other,married,2012,2012,violent,,yes,janitorial,yes,,,,,
604,white,never_married,2014,2015,public_order,nonviolent,yes,maintenance/repair/construction,yes,,,,,
605,white,widowed,2014,2014,property,nonviolent,yes,general_services,yes,,,,,
606,black,never_married,2002,2003,drug,nonviolent,yes,janitorial,yes,,,,,
608,black,divorced,2014,2015,violent,other_violent_offense,yes,food,yes,,,,,
610,other,separated,2014,2016,drug,nonviolent,no,no_WA,,,,,,
611,white,never_married,2012,2013,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
612,white,divorced,,2016,drug,nonviolent,yes,janitorial,yes,,,,,
613,other,never_married,2012,2012,drug,nonviolent,no,no_WA,,,,,,
614,american_indian/alaska_native,divorced,1995,1995,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
615,white,never_married,2014,2015,property,nonviolent,no,no_WA,,,,,,
616,black,never_married,2014,2014,drug,nonviolent,yes,food,yes,,,,,
617,american_indian/alaska_native,divorced,1998,1998,violent,other_violent_offense,yes,janitorial,yes,,,,,
618,black,never_married,2011,2012,violent,other_violent_offense,yes,janitorial,yes,,,,,
619,american_indian/alaska_native,never_married,1996,1998,violent,other_violent_offense,yes,goods_production/industries,yes,,,,,
621,hispanic/latino,separated,2015,2016,property,nonviolent,no,no_WA,,,,,,
622,white,married,2014,2014,,,yes,grounds/road_maintenance,yes,,,,,
624,black,never_married,2010,2011,violent,other_violent_offense,yes,farming/forestry/ranching,yes,,,,,
625,white,married,2006,2015,property,nonviolent,yes,general_services,yes,,,,,
627,white,never_married,2005,2008,violent,,yes,goods_production/industries,yes,,,,,
629,american_indian/alaska_native,never_married,2014,2015,public_order,nonviolent,yes,other,yes,,,,,
630,black,never_married,2016,2016,property,nonviolent,yes,food,yes,,,,,
631,white,never_married,2013,2013,property,nonviolent,yes,grounds/road_maintenance,yes,,,,,
632,white,never_married,2014,2015,drug,nonviolent,no,no_WA,,,,,,
633,black,never_married,2015,2015,public_order,nonviolent,yes,food,yes,,,,,
634,native_hawaiian/pacific_islander,never_married,1998,1999,violent,other_violent_offense,no,no_WA,,,,,,
635,white,divorced,2011,2014,property,nonviolent,yes,janitorial,yes,,,,,
636,white,divorced,2015,2016,drug,nonviolent,no,no_WA,,,,,,
637,white,married,2012,2013,public_order,nonviolent,yes,food,yes,,,,,
640,black,never_married,2003,2005,violent,rape,no,no_WA,,,,,,
641,black,married,2013,2014,public_order,nonviolent,yes,general_services,yes,,,,,
642,white,divorced,2008,2008,drug,nonviolent,yes,medical,yes,,,,,
643,black,never_married,2011,2014,public_order,nonviolent,yes,maintenance/repair/construction,yes,,,,,
644,white,never_married,2015,2016,public_order,nonviolent,no,no_WA,,,,,,
645,black,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
646,other,divorced,2009,2011,drug,nonviolent,yes,janitorial,yes,,,,,
647,white,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
648,black,never_married,2014,2015,violent,other_violent_offense,no,no_WA,,,,,,
649,black,divorced,2006,2009,drug,nonviolent,yes,janitorial,yes,,,,,
650,white,divorced,2014,2016,violent,rape,no,no_WA,,,,,,
651,,married,2007,2009,drug,nonviolent,yes,janitorial,yes,,,,,
652,other,never_married,2012,2014,violent,murder/manslaughter,yes,grounds/road_maintenance,yes,,,,,
654,black,never_married,2014,2015,violent,murder/manslaughter,no,no_WA,,,,,,
655,white,never_married,2008,2010,violent,,yes,food,yes,,,,,
656,hispanic/latino,married,2015,2016,violent,,no,no_WA,,,,,,
657,black,widowed,2009,2010,public_order,nonviolent,yes,goods_production/industries,yes,,,,,
658,black,never_married,2009,2012,violent,other_violent_offense,no,no_WA,,,,,,
659,black,never_married,2013,2013,drug,nonviolent,yes,maintenance/repair/construction,yes,,,,,
660,white,never_married,2012,2016,property,nonviolent,no,no_WA,,,,,,
661,white,never_married,2014,2015,public_order,nonviolent,yes,maintenance/repair/construction,yes,,,,,
662,white,never_married,2013,2013,public_order,nonviolent,no,no_WA,,,,,,
663,asian,never_married,1999,2003,drug,nonviolent,no,no_WA,,,,,,
664,white,divorced,2002,2003,violent,murder/manslaughter,yes,food,yes,,,,,
665,black,never_married,1993,1994,violent,murder/manslaughter,yes,janitorial,yes,,,,,
666,black,never_married,2009,2015,,,yes,grounds/road_maintenance,yes,,,,,
667,white,married,2012,,drug,nonviolent,yes,general_services,yes,,,,,
668,,divorced,2013,2014,property,nonviolent,no,no_WA,,,,,,
669,other,never_married,2013,2015,violent,murder/manslaughter,yes,other,yes,,,,,
670,white,widowed,2000,2001,violent,murder/manslaughter,no,no_WA,,,,,,
671,black,never_married,2014,2015,public_order,nonviolent,no,no_WA,,,,,,
673,black,never_married,2012,2013,violent,other_violent_offense,no,no_WA,,,,,,
